Ano;Nº CV SIAFI/ SICONV; Nº CV Interno;Tema;Instituição Convenente;Título do Projeto;UF;Região Geográfica;Cidade da Instituição Convenente;Bioma;Esfera Institucional;Data Assinatura;Data de Publicação no DOU;Data de Fim da Vigência; Recursos do FNMA (R$) ; Recursos de CP (R$) ; Valor Total do Projeto (R$) ;Tipo de Seleção do Projeto;Ação, Edital ou Termo de Referência de Origem do Projeto
2006;;CV132/06;Água e Floresta;Sociedade Nordestina de Ecologia;Nascentes do Natuba;PE;Nordeste;Recife;Mata Atlântica;OSC;;28/12/2006;31/05/2009; 433.181,00 ; 30.000,00 ; 463.181,00 ;Demanda Induzida (DI);Edital FNMA 02/2005 Recuperação e proteção das nascentes e áreas que margeiam os corpos d'água
2006;;CV135/06;Conservação e Manejo da Biodiversidade;Fundação Movimento Ond´Azul;Paisagem Sustentável do Ambiente Costeiro-marinho do Baixo Sul da Bahia;BA;Nordeste;Salvador;Mata Atlântica;OSC;;28/12/2006;30/11/2008; 325.155,00 ; 22.600,00 ; 347.755,00 ;Demanda Induzida (DI);Edital FNMA 01/2005 Mosaicos de Áreas Protegidas: Uma Estratégia de Desenvolvimento Territorial com Base Conservacionista.
2006;;CV138/06;Água e Floresta;Instituto de Pesquisas Ecológicas – IPÊ/SP;Nascentes Verdes - Rios Vivos: Restaurando Paisagem para Conservar a Água ;SP;Sudeste;Teodoro Sampaio;Mata Atlântica;OSC;;29/12/2006;30/11/2008; 237.663,00 ; 7.699,00 ; 245.362,00 ;Demanda Induzida (DI);Edital FNMA 02/2005 Recuperação e proteção das nascentes e áreas que margeiam os corpos d'água
2006;;CV139/06;Água e Floresta;Fundação de Tecnologia do Acre – FUNTAC/AC;Sementes do Acre;AC;Norte;Rio Branco;Amazônia;Estadual;;05/01/2007;; 361.431,00 ; 44.413,00 ; 405.844,00 ;Demanda Espontânea (DE);Oferta de Sementes e Mudas Florestais
2006;;ME0647-2859/06;Planejamento e Gestão Territorial ;Prefeitura Municipal de Caruaru ;Educação Ambiental crescendo com a cidade - PE ;PE;Nordeste;Caruaru;Caatinga;Municipal;10/07/2005;31/12/2007;; 45.000,00 ; 5.000,00 ; 50.000,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2865/06;Planejamento e Gestão Territorial ;Prefeitura Municipal de Montes Claros ;Fortalecimento do Fundo Municipal de Meio Ambiente de Montes Claros;MG;Sudeste;Montes Claros;Cerrado / Caatinga;Municipal;10/07/2005;31/12/2007;; 50.000,00 ; 4.000,00 ; 54.000,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2866/06;Planejamento e Gestão Territorial ;Secretaria Estadual de Recursos Hídricos e Meio Ambiente (SRHMA) do Tocantins;Fortalecimento do Fundo Estadual de Recursos Hídricos e Meio Ambiente do Tocantins;TO;Centro Oeste;Palmas;Cerrado;Estadual;10/07/2005;31/12/2007;; 50.000,00 ; 12.500,00 ; 62.500,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2867/06;Planejamento e Gestão Territorial ;Prefeitura Municipal de Vitória da Conquista ;Implementação e Fortalecimento do Fundo Municipal do Meio Ambiente de Vitória da Conquista;BA;Nordeste;Vitoria Conquista;Caatinga;Municipal;10/07/2005;31/12/2007;; 50.000,00 ; 10.000,00 ; 60.000,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2868/06;Planejamento e Gestão Territorial ;Instituto de Desenvolvimento Econômico e Meio Ambiente do Estado do Rio Grande do Norte – IDEMA;Apoio ao Fundo Estadual de Preservação Ambiental - FEPEMA – RN;RN;Nordeste;Natal;Mata Atlântica;Estadual;10/07/2005;31/12/2007;; 50.000,00 ; 13.200,00 ; 63.200,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2869/06;Planejamento e Gestão Territorial ;Secretaria Municipal do Meio Ambiente e Urbanismo de Natal  SEMURB ;Fortalecimento do Fundo Único de Meio Ambiente do Município de Natal;RN;Nordeste;Natal;Mata Atlântica;Municipal;10/07/2005;31/12/2007;; 50.000,00 ; 5.000,00 ; 55.000,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2870/06;Planejamento e Gestão Territorial ;Prefeitura Municipal de Contagem ;Fortalecimento do Fundo Municipal de Meio Ambiente - MG ;MG;Sudeste;Contagem;Mata Atlântica / Cerrado;Municipal;10/07/2005;31/12/2007;; 50.000,00 ; 20.720,00 ; 70.720,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2871/06;CANCELADO;Fundo Único de Meio Ambiente do Distrito Federal ;Fortalecimento do Fundo Único do Meio Ambiente do Distrito Federal;DF;Centro Oeste;Brasília;Cerrado;Estadual;10/07/2005;31/12/2007;; 50.000,00 ; 50.000,00 ; 100.000,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2872/06;Planejamento e Gestão Territorial ;Secretaria Estadual de Meio Ambiente e Recursos Naturais do Piauí;Fortalecimento Institucional do Fundo Estadual do Meio Ambiente do Piauí;PI;Nordeste;Teresina;Caatinga;Estadual;10/07/2005;31/12/2007;; 50.000,00 ; 5.000,00 ; 55.000,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2873/06;Planejamento e Gestão Territorial ;Prefeitura Municipal de Campina Grande ;Fortalecimento do Fundo Municipal de Meio Ambiente de Campina Grande;PB;Nordeste;Campina Grande;Caatinga;Municipal;10/07/2005;31/12/2007;; 50.000,00 ; 5.000,00 ; 55.000,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2874/06;Planejamento e Gestão Territorial ;Secretaria de Meio Ambiente e Controle Urbano (SEMAM) de Fortaleza ;Fortaleza Fortalecendo o Fundo de Fortaleza - CE ;CE;Nordeste;Fortaleza;Caatinga;Municipal;10/07/2005;31/12/2007;; 50.000,00 ; 20.000,00 ; 70.000,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2875/06;CANCELADO;Secretaria Municipal de Planejamento de Aracaju ;Consolidação do Fundo Socioambiental do Município de Aracajú;SE;Nordeste;Aracajú;Mata Atlântica;Municipal;10/07/2005;31/12/2007;; 44.113,48 ; 6.900,00 ; 51.013,48 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2876/06;Planejamento e Gestão Territorial ;Secretaria Municipal do Verde e do Meio Ambiente (SMVMA) de São Paulo ;Fortalecimento do Fundo Especial do Meio Ambiente e Desenvolvimento Sustentável do Município de São Paulo;SP;Sudeste;São Paulo;Mata Atlântica;Municipal;10/07/2005;31/12/2007;; 50.000,00 ; 20.000,00 ; 70.000,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2877/06;Planejamento e Gestão Territorial ;Prefeitura Municipal de Belo Horizonte ;Fortalecimento do Fundo Municipal de Defesa Ambiental de Belo Horizonte;MG;Sudeste;Belo Horizonte;Mata Atlântica;Municipal;10/07/2005;31/12/2007;; 29.280,00 ; 20.000,00 ; 49.280,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2878/06;Planejamento e Gestão Territorial ;Secretaria Municipal de Meio Ambiente e Desenvolvimento Sustentável (SEMADES) de Campo Grande ;Fortalecimento da Gestão do Fundo Municipal de Meio Ambiente - MS ;MS;Centro Oeste;Campo Grande;Cerrado;Municipal;10/07/2005;31/12/2007;; 50.000,00 ; 10.500,00 ; 60.500,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2879/06;Planejamento e Gestão Territorial ;Prefeitura Municipal de Maceió ;Fortalecimento do Fundo Municipal de Proteção Ambiental de Maceió - AL ;AL;Nordeste;Maceió;Mata Atlântica;Municipal;10/07/2005;31/12/2007;; 50.000,00 ; 5.556,00 ; 55.556,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2880/06;Planejamento e Gestão Territorial ;Secretaria de Estado de Desenvolvimento Econômico Sustentável de Santa Catarina;Fortalecimento do Fundo Especial de Proteção ao Meio Ambiente do Estado de Santa Catarina - SC ;SC;Sul;Florianópolis;Mata Atlântica;Estadual;10/07/2005;31/12/2007;; 50.000,00 ; 12.500,00 ; 62.500,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2881/06;Planejamento e Gestão Territorial ;Prefeitura Municipal de Porto Velho ;Porto Velho, Meu Ambiente: Fortalecimento do Fundo Municipal do Meio Ambiente de Porto Velho - RO ;RO;Norte;Porto Velho;Amazônia;Municipal;10/07/2005;31/12/2007;; 49.809,00 ; 5.580,00 ; 55.389,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2882/06;Planejamento e Gestão Territorial ;Prefeitura Municipal de Foz do Iguaçu;Fortalecimento do Fundo Municipal do Meio Ambiente de Foz Iguaçu - SC ;PR;Sul;Foz do Iguaçu;Mata Atlântica;Municipal;10/07/2005;31/12/2007;; 50.000,00 ; 16.460,00 ; 66.460,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2006;;ME0647-2885/06;CANCELADO;Prefeitura Municipal de Boa Vista ;Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos;RR;Norte;Boa Vista;Amazônia;Municipal;10/07/2005;31/12/2007;; 50.000,00 ; 5.555,00 ; 55.555,00 ;Demanda Induzida (DI);EDITAL FNMA 04/2005 – Apoio à Criação e Fortalecimento de Fundos Socioambientais Públicos
2007;;CRCaixa/Ana;Água e Floresta;Secretaria de Estado de Meio Ambiente, das Cidades, do Planejamento, da Ciência e Tecnologia – SEMAC;Produção de Mudas de Espécies Florestais e Frutíferas Nativas – Implantação da Rede de Viveiros da Sub-bacia do Rio Taquari;MS;Centro Oeste;Campo Grande;Cerrado;Estadual;;31/12/2007;31/05/2009; 300.000,00 ; 35.020,00 ; 335.020,00 ;Demanda Induzida (DI);Termo de Referência FNMA 01/2007 Recuperação e Conservação da Sub-bacia do Rio Taquari (MT/MS) 
2007;;CRCaixa/Ana;Qualidade Ambiental;Secretaria de Estado de Meio Ambiente, das Cidades, do Planejamento, da Ciência e Tecnologia – SEMAC;Plano de Gestão Integrada de Resíduos Sólidos para a Sub-bacia do Rio Taquari;MS;Centro Oeste;Campo Grande;Cerrado;Estadual;;31/12/2007;30/06/2009; 325.457,00 ; 58.450,00 ; 383.907,00 ;Demanda Induzida (DI);Termo de Referência FNMA 01/2007 Recuperação e Conservação da Sub-bacia do Rio Taquari (MT/MS) 
2007;;CRCaixa/Ana;Água e Floresta;Agência de Desenvolvimento, Assistência Técnica e Extensão Rural - AGRAER;Recuperação e Conservação Ambiental de Microbacias Hidrográficas na Região do Alto Taquari-MS;MS;Centro Oeste;Campo Grande;Cerrado;Estadual;;31/12/2007;31/05/2009; 3.450.000,00 ; 398.695,00 ; 3.848.695,00 ;Demanda Induzida (DI);Termo de Referência FNMA 01/2007 Recuperação e Conservação da Sub-bacia do Rio Taquari (MT/MS) 
2007;;CV004/07;Sociedades Sustentáveis;EMBRAPA Semi- Árido;Agentes Multiplicadores em Manejo Florestal;PE;Nordeste;Petrolina;Caatinga;Federal;;01/11/2007;31/08/2008; 86.184,00 ; -   ; 86.184,00 ;Demanda Induzida (DI);Edital FNMA 01/2004 Formação de Agentes Multidisciplinares e Assessoria Técnica e Extensão Florestal aos Agricultores Familiares do Bioma Caatinga
2007;;CV006/07;Água e Floresta;Prefeitura Municipal de Canaranã;Recuperação da Mata Ciliar e das Nascentes do Córrego Marimbondo na Bacia do Rio Xingu;MT;Centro Oeste;Canaranã;Amazônia;Municipal;;27/12/2007;30/11/2009; 236.858,00 ; 15.561,00 ; 252.419,00 ;Demanda Induzida (DI);Edital FNMA 02/2005 Recuperação e proteção das nascentes e áreas que margeiam os corpos d'água
2007;;CV008/07;Água e Floresta;Prefeitura Municipal de Araguaína;Recuperação de Nascentes e Matas Ciliares;TO;Norte;Araguaína;Amazônia;Municipal;;24/12/2007;30/11/2009; 295.172,00 ; 31.500,00 ; 326.672,00 ;Demanda Espontânea (DE);Recuperação Florestal de Áreas Alteradas e Degradadas
2007;;CV009/07;Sociedades Sustentáveis;Fundação Universidade de Brasília;Formação de Coletivos Educadores na Bacia do rio Descoberto/DF;DF;Centro Oeste;Brasília;Cerrado;Federal;;20/12/2007;30/11/2009; 197.674,00 ; -   ; 197.674,00 ;Demanda Induzida (DI);Edital FNMA 05/2005 Coletivos Educadores para Territórios Sustentáveis
2007;;CV013/07;Qualidade Ambiental;Prefeitura Municipal de Barra;Elaboração de Plano Integrado de Gestão de Resíduos Sólidos, Projeto Executivo e Implantação de Aterro Sanitário e Recuperação de Lixão na Cidade de Barra;BA;Nordeste;Barra;Caatinga;Municipal;;27/12/2007;30/11/2008; 425.070,00 ; 35.300,00 ; 460.370,00 ;Demanda Induzida (DI);Edital FNMA 07/2005 Fomento a projetos de gestão integrada de resíduos sólidos urbanos na bacia do rio São Francisco
2007;;CV015/07;Água e Floresta;Fundação Universidade Federal de Mato Grosso;Floresta Comunitária Vale do Amanhecer;MT;Centro Oeste;Cuiabá;Cerrado;Federal;;13/12/2007;30/11/2009; 200.000,00 ; -   ; 200.000,00 ;Demanda Induzida (DI);Edital FNMA 03/2002 Gestão e Manejo Comunitário dos Recursos Florestais e Pesqueiros na Amazônia Legal
2007;;CV017/07;Água e Floresta;Prefeitura Municipal de Juruena;Assistência Técnica e Extensão Rural voltado para o Desenvolvimento de Práticas Agroflorestais e Florestais no Município de Juruena;MT;Centro Oeste;Juruena;Amazônia;Municipal;;31/12/2007;30/11/2010; 497.047,00 ; 17.000,00 ; 514.047,00 ;Demanda Induzida (DI);Edital FNMA 01/2006 Formação de Agentes Multiplicadores, Assistência Técnica e Extensão Rural em Atividades Florestais aos Agricultores Familiares no Bioma Amazônia
2007;;CV018/07;Água e Floresta;Prefeitura Municipal de Altamira;Assistência Técnica e Extensão Rural em Atividades Florestais no Município de Altamira;PA;Norte;Altamira;Amazônia;Municipal;;26/12/2007;30/11/2010; 312.951,00 ; 17.413,00 ; 330.364,00 ;Demanda Induzida (DI);Edital FNMA 01/2006 Formação de Agentes Multiplicadores, Assistência Técnica e Extensão Rural em Atividades Florestais aos Agricultores Familiares no Bioma Amazônia
2007;;CV020/07;Sociedades Sustentáveis;Prefeitura Municipal de Itanhangá;Capacitação Especializada para Multiplicadores no Município de Itanhangá;MT;Centro Oeste;Itanhangá;Amazônia;Municipal;;31/12/2007;30/11/2008; 192.684,00 ; 7.200,00 ; 199.884,00 ;Demanda Induzida (DI);Edital FNMA 01/2006 Formação de Agentes Multiplicadores, Assistência Técnica e Extensão Rural em Atividades Florestais aos Agricultores Familiares no Bioma Amazônia
2007;;CV021/07;Água e Floresta;Prefeitura Municipal de Castanheira;Assistência Técnica e Extensão Rural Voltado para o Desenvolvimento de Práticas Sustentáveis no Município de Castanheira;MT;Centro Oeste;Castanheira;Amazônia;Municipal;;24/12/2007;30/11/2010; 535.419,00 ; 16.880,00 ; 552.299,00 ;Demanda Induzida (DI);Edital FNMA 01/2006 Formação de Agentes Multiplicadores, Assistência Técnica e Extensão Rural em Atividades Florestais aos Agricultores Familiares no Bioma Amazônia
2007;;CV023/07;Água e Floresta;Prefeitura Municipal de Juína;Assistência Técnica e Extensão Rural para o Desenvolvimento Sustentável da Agricultura Familiar de Juína;MT;Centro Oeste;Juína;Amazônia;Municipal;;14/12/2007;30/11/2010; 593.188,00 ; 50.119,00 ; 643.307,00 ;Demanda Induzida (DI);Edital FNMA 01/2006 Formação de Agentes Multiplicadores, Assistência Técnica e Extensão Rural em Atividades Florestais aos Agricultores Familiares no Bioma Amazônia
2007;;CV024/07;Água e Floresta;Prefeitura Municipal de Aripuanã;Assistência Técnica e Extensão Agroflorestal aos Agricultores Familiares do Município de Aripuanã;MT;Centro Oeste;Aipuanã;Amazônia;Municipal;;04/01/2008;30/11/2011; 590.808,00 ; 24.784,00 ; 615.592,00 ;Demanda Induzida (DI);Edital FNMA 01/2006 Formação de Agentes Multiplicadores, Assistência Técnica e Extensão Rural em Atividades Florestais aos Agricultores Familiares no Bioma Amazônia
2007;;CV025/07;Água e Floresta;Prefeitura Municipal de Porto Alegre;Recuperação das Nascentes do Arroio Dilúvio em Porto Alegre;RS;Sul;Porto Alegre;Mata Atlântica;Municipal;;02/01/2008;31/05/2012; 499.999,00 ; 230.435,00 ; 730.434,00 ;Demanda Induzida (DI);Edital FNMA 02/2005 Recuperação e proteção das nascentes e áreas que margeiam os corpos d'água
2007;;CV028/07;Planejamento e Gestão Territorial;Prefeitura Municipal de Campo Grande;Fortalecimento da Gestão do Fundo Municipal de Meio Ambiente;MS;Centro Oeste;Campo Grande;Cerrado;Municipal;;28/12/2007;30/11/2009; 300.000,00 ; 300.000,00 ; 600.000,00 ;Demanda Induzida (DI);Edital FNMA 04/2005 Apoio à Criação e ao Fortalecimento de Fundos Socioambientais Públicos
2007;;CV029/07;Água e Floresta;Prefeitura Municipal de Sena Madureira;Manejadores Comunitários do Estado do Acre;AC;Norte;Sena Madureira;Amazônia;Municipal;;11/01/2008;30/11/2010; 573.351,00 ; 51.041,00 ; 624.392,00 ;Demanda Induzida (DI);Edital FNMA 01/2006 Formação de Agentes Multiplicadores, Assistência Técnica e Extensão Rural em Atividades Florestais aos Agricultores Familiares no Bioma Amazônia
2007;;CV030/07;Água e Floresta;Prefeitura Municipal de Terra Nova do Norte;Assistência Técnica e Extensão Rural em Atividades Florestais aos Agricultores Familiares do Bioma Amazônia – ATER- Nova Floresta em Terra Nova;MT;Centro Oeste;Terra Nova do Norte;Amazônia;Municipal;;28/12/2007;30/11/2011; 557.331,00 ; 17.376,00 ; 574.707,00 ;Demanda Induzida (DI);Edital FNMA 01/2006 Formação de Agentes Multiplicadores, Assistência Técnica e Extensão Rural em Atividades Florestais aos Agricultores Familiares no Bioma Amazônia
2007;;CV031/07;Qualidade Ambiental;Prefeitura Municipal de Bocaiúva;Gestão Integrada de Resíduos Sólidos no Município no Município de Bocaiúva;MG;Sudeste;Bocaiúva;Cerrado;Municipal;;27/12/2007;30/11/2009; 566.732,00 ; 31.500,00 ; 598.232,00 ;Demanda Induzida (DI);Edital FNMA 07/2005 Fomento a projetos de gestão integrada de resíduos sólidos urbanos na bacia do rio São Francisco
2007;;CV032/07;Sociedades Sustentáveis;Prefeitura Municipal de Rio Branco;Formação de Agentes Multiplicadores Ambientais na Bacia Hidrográfica do Riozinho do Rola em Rio Branco;AC;Norte;Rio Branco;Amazônia;Municipal;;04/01/2008;30/11/2009; 176.451,00 ; 12.000,00 ; 188.451,00 ;Demanda Induzida (DI);Edital FNMA 01/2006 Formação de Agentes Multiplicadores, Assistência Técnica e Extensão Rural em Atividades Florestais aos Agricultores Familiares no Bioma Amazônia
2007;;CV040/07;Água e Floresta;Consórcio Público de Saneamento Básico da Bacia Hidrográfica do Rio dos Sinos – PRO_SINOS;Plano de Bacia dos Sinos – Plano Sinos;RS;Sul;São Leopoldo;Mata Atlântica;Municipal;;31/12/2007;31/05/2009; 1.315.086,00 ; 350.000,00 ; 1.665.086,00 ;Demanda Induzida (DI);Termo de Referência FNMA 02/2007 - Recuperação Ambiental da Bacia do Rio dos Sinos 
2007;;CV041/07;Qualidade Ambiental;Consórcio Público de Saneamento Básico da Bacia Hidrográfica do Rio dos Sinos – PRO_SINOS;Plano Regional de Gerenciamento Integrado de Resíduos Sólidos Pró- Sinos;RS;Sul;São Leopoldo;Mata Atlântica;Municipal;;31/12/2007;31/05/2009; 1.042.645,00 ; 265.978,88 ; 1.308.623,88 ;Demanda Induzida (DI);Termo de Referência FNMA 02/2007 - Recuperação Ambiental da Bacia do Rio dos Sinos 
2007;;CV042/07;Sociedades Sustentáveis;Consórcio Público de Saneamento Básico da Bacia Hidrográfica do Rio dos Sinos – PRO_SINOS;Educação Ambiental Voltada para a Preservação e Recuperação Ambiental voltada para a Preservação e Recuperação da Bacia do Rio dos Sinos;RS;Sul;São Leopoldo;Mata Atlântica;Municipal;;31/12/2007;31/05/2009; 801.686,00 ; 200.700,00 ; 1.002.386,00 ;Demanda Induzida (DI);Termo de Referência FNMA 02/2007 - Recuperação Ambiental da Bacia do Rio dos Sinos 
2007;;CV043/07;Conservação e Manejo da Biodiversidade;Secretaria de Meio Ambiente e Recursos Hídricos – SEMARH/BA;Mapeamento e Estratégia de Monitoramento do Oeste Baiano;BA;Nordeste;Salvador;Mata Atlântica;Estadual;;31/12/2007;31/05/2009; 869.316,00 ; 191.302,00 ; 1.060.618,00 ;Demanda Induzida (DI);Termo de Referência FNMA 03/2007 Estratégia Integrada de Conservação e Manejo da Biodiversidade para o Estado da Bahia
2007;;CV044/07;Planejamento e Gestão Territorial;Secretaria de Meio Ambiente e Recursos Hídricos – SEMARH/BA;Estruturação e Fortalecimento do Fundo Especial de Recursos Financeiros para o Meio Ambiente- FERFA;BA;Nordeste;Salvador;Mata Atlântica;Estadual;;31/12/2007;31/05/2009; 594.400,00 ; 105.600,00 ; 700.000,00 ;Demanda Induzida (DI);Termo de Referência FNMA 03/2007 Estratégia Integrada de Conservação e Manejo da Biodiversidade para o Estado da Bahia
2007;;CV045/07;Conservação e Manejo da Biodiversidade;Secretaria de Meio Ambiente e Recursos Hídricos – SEMARH/BA;Ecologia e Conservação da Onça Pintada no Sub- Médio São Francisco/BA;BA;Nordeste;Salvador;Mata Atlântica;Estadual;;31/12/2007;31/05/2009; 230.029,00 ; 35.338,00 ; 265.367,00 ;Demanda Induzida (DI);Termo de Referência FNMA 03/2007 Estratégia Integrada de Conservação e Manejo da Biodiversidade para o Estado da Bahia
2007;;CV046/07;Conservação e Manejo da Biodiversidade;Secretaria de Meio Ambiente e Recursos Hídricos – SEMARH/BA;Fortalecimento de Unidades de Conservação;BA;Nordeste;Salvador;Mata Atlântica;Estadual;;31/12/2007;31/05/2009; 1.226.898,00 ; 300.000,00 ; 1.526.898,00 ;Demanda Induzida (DI);Termo de Referência FNMA 03/2007 Estratégia Integrada de Conservação e Manejo da Biodiversidade para o Estado da Bahia
2007;;CV047/07;Sociedades Sustentáveis;Superintendência de Recursos Hídricos – SRH;Educação Ambiental em Unidades de Conservação no Estado da Bahia;BA;Nordeste;Salvador;Mata Atlântica;Estadual;;31/12/2007;31/05/2009; 585.590,00 ; 125.902,00 ; 711.492,00 ;Demanda Induzida (DI);Termo de Referência FNMA 03/2007 Estratégia Integrada de Conservação e Manejo da Biodiversidade para o Estado da Bahia
2007;;CV048/07;Conservação e Manejo da Biodiversidade;Secretaria de Meio Ambiente e Recursos Hídricos – SEMARH/BA;Formatação do Corredor Ecológico do Cerrado;BA;Nordeste;Salvador;Mata Atlântica;Estadual;;31/12/2007;31/03/2009; 531.010,00 ; 88.943,00 ; 619.953,00 ;Demanda Induzida (DI);Termo de Referência FNMA 03/2007 Estratégia Integrada de Conservação e Manejo da Biodiversidade para o Estado da Bahia
2007;;CV049/07;Sociedades Sustentáveis;Superintendência de Recursos Hídricos – SRH;Educação Ambiental e Mobilização Social para Preparação do Plano Estadual de Gestão do Semi- Árido;BA;Nordeste;Salvador;Mata Atlântica;Estadual;;31/12/2007;31/05/2009; 540.901,00 ; 68.108,00 ; 609.009,00 ;Demanda Induzida (DI);Termo de Referência FNMA 03/2007 Estratégia Integrada de Conservação e Manejo da Biodiversidade para o Estado da Bahia
2007;;CV050/07;Sociedades Sustentáveis;Superintendência de Recursos Hídricos – SRH;Capacitação de Agentes Ambientais das Águas com Comunidades Tradicionais;BA;Nordeste;Salvador;Mata Atlântica;Estadual;;31/12/2007;31/01/2009; 273.587,00 ; 67.469,00 ; 341.056,00 ;Demanda Induzida (DI);Termo de Referência FNMA 03/2007 Estratégia Integrada de Conservação e Manejo da Biodiversidade para o Estado da Bahia
2007;;CV051/07;Planejamento e Gestão Territorial ;Secretaria de Desenvolvimento Urbano/BA;Agenda 21 Bahia;BA;Nordeste;Salvador;Mata Atlântica;Estadual;;04/01/2008;31/05/2009; 2.483.100,00 ; 564.939,00 ; 3.048.039,00 ;Demanda Induzida (DI);Termo de Referência FNMA 03/2007 Estratégia Integrada de Conservação e Manejo da Biodiversidade para o Estado da Bahia
2007;;CV052/07;Água e Floresta;Superintendência de Recursos Hídricos – SRH;Subcomponente 6 – Restauração de Áreas de Preservação Permanente em Assentamentos de Reforma Agrária;BA;Nordeste;Salvador;Mata Atlântica;Estadual;;31/12/2007;31/05/2009; 137.922,00 ; 34.463,00 ; 172.385,00 ;Demanda Induzida (DI);Termo de Referência FNMA 03/2007 Estratégia Integrada de Conservação e Manejo da Biodiversidade para o Estado da Bahia
2010;737157/2010;CV001/10;Sociedades Sustentáveis;Município de Ipê;Qualificação da Política Ambiental do Município de Ipê através da Educação Ambiental, tendo como tema gerador a gestão participativa do lixo e dos recursos hídricos.;RS;Sul;Ipê;Mata Atlântica;Municipal; 30/06/2010;02/07/2010;30/03/2012; 280.240,80 ; 49.622,50 ; 329.863,30 ;Demanda Espontânea (DE);Educação Ambiental
2010;737232/2010;CV002/10;Sociedades Sustentáveis;Instituto Ambiental Brasil Sustentável – IABS ;Desenvolvimento de Alternativas Sustentáveis à Pesca Artesanal em Itarema-CE;CE;Nordeste;Itarema;Orla;OSC; 01/07/2010;05/07/2010;20/11/2011; 288.038,86 ; 23.024,00 ; 311.062,86 ;Demanda Espontânea (DE);Educação Ambiental
2010;737316/2010;CV004/10;Água e Floresta;Agência Ambiental Pick-upau;Recuperação das áreas degradadas em unidades de conservação com uso de técnicas florestais associadas ao conhecimento tradicional de povos indígenas guaranis;SP;Sudeste;São Paulo;Mata Atlântica;OSC;15/12/2010;17/12/2010; 19/09/2012; 278.163,60 ; 22.324,24 ; 300.487,84 ;Demanda Espontânea (DE);Recuperação Florestal de Áreas Alteradas e Degradadas
2010;751071/2010;CV010/10;Água e Floresta;Município de Giruá;Projeto de recuperação ambiental de nascentes e dos riozinhos de giruazinho e santo cristo no município de IRUÁ-RS;RS;Sul;Girua;Mata Atlântica;Municipal;21/12/2010;29/12/2010; 29/06/2012; 254.943,65 ; 9.996,00 ; 264.939,65 ;Demanda Espontânea (DE);Recuperação Florestal de Áreas Alteradas e Degradadas
